2.8556,23.5764,3.4212,3.062,58.09420345,0.65,0.65
2.6565,23.5922,3.4962,3.0628,58.29392938,0.65,0.65
2.4575,23.6078,3.5695,3.0637,58.4935399,0.65,0.65
2.2585,23.6233,3.6413,3.0644,58.69314263,0.65,0.65
2.0594,23.6386,3.7117,3.065,58.89282964,0.65,0.65
1.8603,23.6538,3.6057,3.0653,59.09250901,0.65,0.65
1.6613,23.6691,3.4635,3.0653,59.29209631,0.65,0.65
1.4622,23.6843,3.3167,3.065,59.49177567,0.65,0.65
1.2631,23.6997,3.1648,3.0641,59.69147037,0.65,0.65
1.0641,23.7152,3.0072,3.0626,59.8910731,0.65,0.65
0.8651,23.7311,2.8408,3.0622,60.09070729,0.65,0.65
0.666,23.7464,2.6938,3.0693,60.29039429,0.65,0.65
0.4668,23.7591,2.5691,3.0891,60.48999873,0.65,0.65
0.2673,23.7665,2.4621,3.1215,60.68963592,0.65,0.65
0.0676,23.7664,2.367,-3.1184,60.88933595,0.65,0.65
-0.1318,23.7565,2.2826,-3.0641,61.08898156,0.65,0.65
-0.3302,23.735,2.2094,-3.0028,61.2885431,0.65,0.65
-0.5267,23.6999,2.1483,-2.9212,61.48815337,0.65,0.65
-0.7198,23.6492,2.1017,-2.8571,61.68779831,0.65,0.65
-0.9074,23.5812,2.0735,-2.7213,61.88734219,0.65,0.65
-1.087,23.4942,2.0726,-2.7213,62.08690461,0.65,0.65
